Brand,Product Name,Category,Original Price (AUD),Resale Price (AUD),Condition,Region,Season Sold,Days on Market,Date Listed,Value Retention
Rolex,Submariner,Watches,13875.0,11109.48,Excellent,Sydney,Autumn,2,2023-08-23,80.07
Louis Vuitton,Neverfull Tote,Handbags,6189.0,4970.13,Very Good,Perth,Summer,160,2024-09-15,80.31
Fendi,Mon Tresor,Handbags,6671.0,3697.29,Very Good,Sydney,Spring,61,2023-11-08,55.42
Cartier,Panthère Watch,Jewelry,5150.0,2390.28,Good,Brisbane,Winter,148,2024-05-27,46.41
Dior,Saddle Bag,Handbags,7125.0,3035.87,Excellent,Sydney,Spring,97,2024-08-24,42.61
Gucci,Marmont Mini,Handbags,10882.0,8372.02,Excellent,Sydney,Summer,58,2023-05-28,76.93
Prada,Cleo Shoulder Bag,Handbags,16598.0,12164.37,Fair,Sydney,Summer,177,2024-11-29,73.29
Fendi,Mon Tresor,Handbags,6671.0,3750.75,Excellent,Melbourne,Winter,165,2024-02-16,56.22
Louis Vuitton,Neverfull Tote,Handbags,6189.0,4508.25,Very Good,Unknown,Autumn,102,2023-01-13,72.84
Cartier,Panthère Watch,Jewelry,5150.0,2972.48,Fair,Sydney,Winter,14,2024-02-17,57.72
Chanel,Boy Bag,Handbags,4436.0,3326.91,Very Good,Melbourne,Autumn,139,2024-09-19,75.0
Gucci,Ophidia Tote,Handbags,17754.0,12044.98,Very Good,Perth,Summer,144,2023-11-19,67.84
Prada,Cleo Shoulder Bag,Handbags,16598.0,19913.38,Unknown,Brisbane,Winter,148,2024-10-01,119.97
Rolex,Daytona,Watches,11085.0,9843.09,Very Good,Melbourne,Autumn,178,2024-09-29,88.8
Louis Vuitton,Capucines,Handbags,12981.0,6362.21,Fair,Brisbane,Summer,19,2024-10-09,49.01
Hermès,Kelly 28,Handbags,17882.0,8303.77,Very Good,Unknown,Autumn,22,2024-03-17,46.44
Fendi,Mon Tresor,Handbags,6671.0,4414.96,Very Good,Sydney,Spring,88,2024-10-29,66.18
Dior,Book Tote,Handbags,11497.0,7170.78,Very Good,Brisbane,Spring,145,2024-03-12,62.37
Rolex,Submariner,Watches,13875.0,12370.81,Unknown,Sydney,Spring,144,2024-07-10,89.16
Prada,Double Tote,Handbags,17680.0,8607.28,Fair,Sydney,Autumn,75,2023-02-25,48.68
Fendi,Peekaboo,Handbags,10980.0,5624.63,Unknown,Brisbane,Spring,125,2023-12-09,51.23
Hermès,Evelyne III,Handbags,14971.0,9037.28,Excellent,Sydney,Autumn,50,2024-11-14,60.37
Rolex,Datejust,Watches,11758.0,9139.61,Fair,Adelaide,Winter,74,2024-07-14,77.73
Balenciaga,Hourglass Bag,Handbags,8398.0,4481.73,Very Good,Unknown,Summer,136,2024-06-16,53.37
Cartier,Tank Watch,Jewelry,12098.0,10161.82,Very Good,Unknown,Autumn,140,2024-02-14,84.0
Cartier,Panthère Watch,Jewelry,5150.0,7454.42,Excellent,Melbourne,Autumn,56,2024-12-03,144.75
Fendi,Mon Tresor,Handbags,6671.0,3010.92,Good,Adelaide,Winter,177,2023-03-20,45.13
Rolex,Explorer,Watches,5642.0,3373.8,Excellent,Unknown,Summer,95,2023-03-15,59.8
Prada,Galleria,Handbags,13165.0,10277.7,Poor,Sydney,Summer,33,2023-05-29,78.07
Dior,Saddle Bag,Handbags,7125.0,6010.86,Unknown,Melbourne,Summer,27,2023-10-08,84.36
Louis Vuitton,Neverfull Tote,Handbags,6189.0,5136.24,Unknown,Adelaide,Winter,104,2024-06-14,82.99
Chanel,Boy Bag,Handbags,4436.0,2905.18,Unknown,Perth,Spring,103,2023-12-24,65.49
Gucci,Jackie 1961,Handbags,6447.0,4654.89,Fair,Perth,Autumn,103,2023-02-02,72.2
Gucci,Dionysus,Handbags,7561.0,6046.23,Poor,Melbourne,Winter,76,2023-09-30,79.97
Rolex,Submariner,Watches,13875.0,11061.27,Very Good,Adelaide,Autumn,152,2023-12-17,79.72
Cartier,Trinity Ring,Jewelry,7083.0,3111.97,Fair,Sydney,Summer,143,2023-10-01,43.94
Louis Vuitton,Speedy 30,Handbags,3829.0,3158.05,Excellent,Unknown,Spring,179,2023-10-17,82.48
Rolex,Daytona,Watches,11085.0,6800.47,Very Good,Sydney,Winter,14,2024-12-27,61.35
Dior,Lady Dior,Handbags,14502.0,12275.1,Good,Sydney,Summer,84,2023-07-23,84.64
Hermès,Kelly 28,Handbags,17882.0,11692.66,Unknown,Brisbane,Winter,71,2023-11-16,65.39
Prada,Galleria,Handbags,13165.0,7272.82,Fair,Brisbane,Summer,178,2024-06-09,55.24
Gucci,Dionysus,Handbags,7561.0,4131.8,Fair,Melbourne,Summer,32,2024-07-06,54.65
Fendi,Baguette Bag,Handbags,16671.0,9426.92,Excellent,Sydney,Summer,76,2023-06-24,56.55
Dior,Saddle Bag,Handbags,7125.0,4484.37,Excellent,Melbourne,Spring,168,2024-09-29,62.94
Dior,Book Tote,Handbags,11497.0,8225.01,Good,Adelaide,Spring,29,2023-11-16,71.54
Dior,Lady Dior,Handbags,14502.0,10539.5,Unknown,Sydney,Autumn,173,2023-04-27,72.68
Prada,Re-Edition 2005,Handbags,17035.0,13369.96,Unknown,Perth,Autumn,92,2024-12-26,78.49
Prada,Double Tote,Handbags,17680.0,14852.82,Good,Sydney,Summer,114,2024-01-14,84.01
Gucci,Ophidia Tote,Handbags,17754.0,15704.1,Fair,Melbourne,Summer,139,2023-10-23,88.45
Balenciaga,City Bag,Handbags,17610.0,7939.23,Unknown,Unknown,Winter,152,2024-05-07,45.08
Prada,Galleria,Handbags,13165.0,5961.93,Unknown,Adelaide,Autumn,49,2023-01-05,45.29
Balenciaga,Le Cagole,Handbags,10735.0,8415.8,Very Good,Sydney,Summer,13,2024-10-14,78.4
Fendi,Sunshine Shopper,Handbags,13381.0,7385.11,Very Good,Brisbane,Winter,17,2023-02-14,55.19
Dior,Lady Dior,Handbags,14502.0,12357.31,Good,Adelaide,Autumn,37,2024-05-04,85.21
Cartier,Love Bracelet,Jewelry,3780.0,3356.15,Good,Perth,Winter,32,2024-03-26,88.79
Balenciaga,Hourglass Bag,Handbags,8398.0,6484.22,Very Good,Sydney,Summer,142,2024-08-21,77.21
Chanel,Gabrielle Hobo,Handbags,2212.0,1651.48,Good,Perth,Autumn,38,2024-10-15,74.66
Louis Vuitton,Neverfull Tote,Handbags,6189.0,4494.46,Very Good,Melbourne,Spring,5,2023-05-03,72.62
Chanel,Gabrielle Hobo,Handbags,2212.0,1724.72,Excellent,Melbourne,Spring,21,2023-05-05,77.97
Louis Vuitton,Capucines,Handbags,12981.0,8569.93,Excellent,Adelaide,Spring,162,2023-12-16,66.02
Gucci,Ophidia Tote,Handbags,17754.0,10586.96,Very Good,Melbourne,Winter,45,2024-11-03,59.63
Louis Vuitton,Speedy 30,Handbags,3829.0,2069.88,Poor,Unknown,Summer,23,2024-12-29,54.06
Gucci,Dionysus,Handbags,7561.0,5965.65,Poor,Melbourne,Summer,153,2024-06-15,78.9
Hermès,Evelyne III,Handbags,14971.0,11494.68,Unknown,Melbourne,Autumn,79,2023-02-28,76.78
Chanel,Coco Handle,Handbags,7983.0,7037.87,Very Good,Perth,Summer,37,2023-01-24,88.16
Prada,Double Tote,Handbags,17680.0,14710.36,Very Good,Perth,Autumn,25,2023-03-11,83.2
Cartier,Tank Watch,Jewelry,12098.0,7102.74,Unknown,Sydney,Spring,166,2024-05-22,58.71
Hermès,Evelyne III,Handbags,14971.0,8353.16,Unknown,Brisbane,Summer,61,2023-08-10,55.8
Chanel,Boy Bag,Handbags,4436.0,3544.34,Excellent,Brisbane,Summer,103,2023-12-10,79.9
Fendi,Baguette Bag,Handbags,16671.0,8228.73,Very Good,Perth,Autumn,23,2024-09-13,49.36
Louis Vuitton,Alma BB,Handbags,5212.0,4420.04,Very Good,Unknown,Winter,87,2023-07-30,84.81
Fendi,Peekaboo,Handbags,10980.0,4736.01,Poor,Perth,Spring,163,2024-09-27,43.13
Gucci,Ophidia Tote,Handbags,17754.0,7493.13,Fair,Brisbane,Autumn,153,2023-03-07,42.21
Chanel,Coco Handle,Handbags,7983.0,4438.62,Very Good,Perth,Winter,69,2024-10-01,55.6
Gucci,Ophidia Tote,Handbags,17754.0,12925.99,Excellent,Adelaide,Spring,86,2023-02-04,72.81
Dior,Saddle Bag,Handbags,7125.0,5059.76,Unknown,Perth,Winter,21,2023-07-11,71.01
Balenciaga,Le Cagole,Handbags,10735.0,7469.27,Excellent,Sydney,Summer,37,2024-02-09,69.58
Hermès,Birkin 25,Handbags,17479.0,11517.15,Very Good,Adelaide,Spring,155,2024-06-20,65.89
Gucci,Dionysus,Handbags,7561.0,3044.87,Excellent,Adelaide,Spring,175,2023-06-11,40.27
Hermès,Evelyne III,Handbags,14971.0,12240.21,Fair,Melbourne,Spring,46,2024-08-15,81.76
Rolex,Explorer,Watches,5642.0,3573.49,Excellent,Unknown,Winter,79,2024-08-26,63.34
Dior,Dior Caro,Handbags,19849.0,13056.85,Unknown,Sydney,Summer,62,2023-01-17,65.78
Chanel,Coco Handle,Handbags,7983.0,6278.26,Very Good,Brisbane,Winter,145,2024-10-19,78.65
Rolex,Submariner,Watches,13875.0,11595.07,Poor,Unknown,Autumn,118,2024-05-30,83.57
Prada,Re-Edition 2005,Handbags,17035.0,8656.15,Fair,Sydney,Spring,52,2023-01-07,50.81
Cartier,Trinity Ring,Jewelry,7083.0,4587.11,Very Good,Brisbane,Autumn,162,2023-08-12,64.76
Prada,Double Tote,Handbags,17680.0,12115.58,Fair,Sydney,Winter,164,2024-12-17,68.53
Gucci,Marmont Mini,Handbags,10882.0,6887.91,Excellent,Perth,Spring,56,2023-05-31,63.3
Gucci,Ophidia Tote,Handbags,17754.0,13011.64,Very Good,Adelaide,Winter,160,2023-10-02,73.29
Gucci,Dionysus,Handbags,7561.0,11296.9,Fair,Sydney,Summer,9,2023-05-03,149.41
Gucci,Marmont Mini,Handbags,10882.0,7126.27,Very Good,Brisbane,Winter,109,2024-09-23,65.49
Louis Vuitton,Capucines,Handbags,12981.0,5201.39,Excellent,Sydney,Spring,145,2024-08-21,40.07
Hermès,Birkin 25,Handbags,17479.0,10956.04,Fair,Unknown,Autumn,115,2024-01-05,62.68
Chanel,Classic Flap Bag,Handbags,5006.0,2874.11,Excellent,Melbourne,Summer,99,2023-03-05,57.41
Rolex,Daytona,Watches,11085.0,7301.51,Poor,Unknown,Autumn,132,2024-09-08,65.87
Rolex,Submariner,Watches,13875.0,6987.79,Very Good,Brisbane,Spring,10,2024-01-19,50.36
Hermès,Evelyne III,Handbags,14971.0,12535.61,Very Good,Unknown,Spring,140,2023-09-05,83.73
Balenciaga,Le Cagole,Handbags,10735.0,13076.16,Unknown,Brisbane,Autumn,140,2024-10-29,121.81
Hermès,Birkin 25,Handbags,17479.0,12519.24,Good,Adelaide,Autumn,82,2023-12-24,71.62
Gucci,Marmont Mini,Handbags,10882.0,6107.07,Very Good,Brisbane,Summer,17,2024-03-02,56.12
Gucci,Marmont Mini,Handbags,10882.0,6519.15,Excellent,Sydney,Spring,63,2023-12-09,59.91
Chanel,Gabrielle Hobo,Handbags,2212.0,986.58,Very Good,Melbourne,Spring,9,2024-10-08,44.6
Cartier,Tank Watch,Jewelry,12098.0,10554.74,Unknown,Sydney,Spring,49,2023-03-27,87.24
Gucci,Jackie 1961,Handbags,6447.0,4231.62,Fair,Unknown,Summer,6,2023-06-11,65.64
Fendi,Mon Tresor,Handbags,6671.0,5787.97,Good,Adelaide,Autumn,141,2023-08-25,86.76
Chanel,Classic Flap Bag,Handbags,5006.0,2273.61,Unknown,Brisbane,Spring,121,2023-03-19,45.42
Gucci,Dionysus,Handbags,7561.0,6770.17,Poor,Sydney,Autumn,158,2024-02-24,89.54
Cartier,Love Bracelet,Jewelry,3780.0,1995.03,Very Good,Adelaide,Winter,25,2024-06-30,52.78
Dior,Saddle Bag,Handbags,7125.0,5061.75,Unknown,Unknown,Spring,172,2024-03-02,71.04
Fendi,Baguette Bag,Handbags,16671.0,13328.8,Very Good,Sydney,Winter,153,2024-09-24,79.95
Fendi,Baguette Bag,Handbags,16671.0,6925.16,Good,Perth,Summer,68,2024-12-10,41.54
Prada,Galleria,Handbags,13165.0,11215.24,Excellent,Sydney,Autumn,162,2024-12-20,85.19
Cartier,Love Bracelet,Jewelry,3780.0,2362.56,Fair,Unknown,Winter,153,2023-12-08,62.5
Rolex,Submariner,Watches,13875.0,18945.76,Unknown,Brisbane,Summer,49,2023-01-26,136.55
Gucci,Ophidia Tote,Handbags,17754.0,9780.94,Very Good,Melbourne,Winter,167,2024-09-06,55.09
Dior,Dior Caro,Handbags,19849.0,12168.55,Poor,Melbourne,Summer,65,2024-01-27,61.31
Prada,Re-Edition 2005,Handbags,17035.0,7857.99,Unknown,Melbourne,Summer,146,2024-04-18,46.13
Gucci,Ophidia Tote,Handbags,17754.0,8924.0,Fair,Adelaide,Autumn,46,2023-12-17,50.26
Dior,Book Tote,Handbags,11497.0,9685.89,Excellent,Sydney,Spring,60,2024-09-30,84.25
Hermès,Kelly 28,Handbags,17882.0,24316.12,Unknown,Sydney,Spring,70,2023-12-12,135.98
Fendi,Peekaboo,Handbags,10980.0,9230.43,Good,Melbourne,Summer,166,2023-03-25,84.07
Louis Vuitton,Neverfull Tote,Handbags,6189.0,4754.55,Very Good,Sydney,Winter,28,2024-01-14,76.82
Rolex,Explorer,Watches,5642.0,2301.6,Very Good,Sydney,Winter,170,2024-11-02,40.79
Louis Vuitton,Capucines,Handbags,12981.0,6887.2,Fair,Melbourne,Winter,101,2023-07-24,53.06
Rolex,Datejust,Watches,11758.0,6288.68,Very Good,Adelaide,Summer,122,2023-04-09,53.48
Balenciaga,City Bag,Handbags,17610.0,12829.32,Unknown,Sydney,Summer,70,2023-02-21,72.85
Chanel,Classic Flap Bag,Handbags,5006.0,4345.06,Poor,Sydney,Winter,133,2023-05-05,86.8
Hermès,Constance,Handbags,10442.0,15248.24,Excellent,Unknown,Spring,47,2023-06-17,146.03
Balenciaga,Neo Classic,Handbags,13397.0,7313.44,Unknown,Adelaide,Autumn,178,2024-04-13,54.59
Rolex,Submariner,Watches,13875.0,12311.72,Fair,Melbourne,Autumn,43,2023-09-20,88.73
Louis Vuitton,Speedy 30,Handbags,3829.0,3259.95,Very Good,Unknown,Spring,113,2024-04-05,85.14
Cartier,Love Bracelet,Jewelry,3780.0,3191.02,Very Good,Brisbane,Spring,100,2024-08-31,84.42
Cartier,Love Bracelet,Jewelry,3780.0,2742.57,Excellent,Melbourne,Spring,83,2024-05-29,72.55
Gucci,Jackie 1961,Handbags,6447.0,5717.34,Poor,Unknown,Summer,101,2024-01-24,88.68
Rolex,Explorer,Watches,5642.0,3083.03,Poor,Melbourne,Autumn,72,2023-07-09,54.64
Hermès,Kelly 28,Handbags,17882.0,9748.86,Unknown,Unknown,Winter,122,2024-10-08,54.52
Cartier,Tank Watch,Jewelry,12098.0,5732.72,Good,Melbourne,Spring,73,2023-01-06,47.39
Gucci,Dionysus,Handbags,7561.0,3409.7,Very Good,Perth,Summer,153,2023-07-30,45.1
Gucci,Dionysus,Handbags,7561.0,6273.2,Excellent,Sydney,Autumn,131,2023-04-13,82.97
Dior,Dior Caro,Handbags,19849.0,8097.54,Excellent,Sydney,Autumn,149,2023-05-08,40.8
Rolex,Submariner,Watches,13875.0,7707.71,Excellent,Sydney,Winter,7,2024-12-31,55.55
Prada,Galleria,Handbags,13165.0,9479.45,Excellent,Sydney,Summer,177,2023-04-25,72.0
Rolex,Datejust,Watches,11758.0,10487.2,Very Good,Sydney,Autumn,169,2024-02-02,89.19
Chanel,Boy Bag,Handbags,4436.0,1991.64,Poor,Unknown,Winter,34,2024-08-21,44.9
Chanel,Gabrielle Hobo,Handbags,2212.0,1210.72,Good,Unknown,Autumn,58,2023-04-30,54.73
Chanel,Coco Handle,Handbags,7983.0,5692.61,Excellent,Adelaide,Autumn,57,2024-07-28,71.31
Gucci,Ophidia Tote,Handbags,17754.0,13453.05,Good,Unknown,Spring,96,2024-09-11,75.77
Fendi,Baguette Bag,Handbags,16671.0,7637.09,Unknown,Adelaide,Autumn,10,2023-06-06,45.81
Prada,Double Tote,Handbags,17680.0,12946.19,Excellent,Brisbane,Winter,167,2023-02-22,73.23
Gucci,Dionysus,Handbags,7561.0,4876.87,Very Good,Unknown,Autumn,87,2023-07-16,64.5
Gucci,Jackie 1961,Handbags,6447.0,4361.76,Good,Melbourne,Summer,6,2023-05-26,67.66
Gucci,Dionysus,Handbags,7561.0,4875.71,Excellent,Sydney,Spring,46,2024-02-09,64.48
Chanel,Boy Bag,Handbags,4436.0,3693.15,Excellent,Sydney,Winter,8,2023-04-27,83.25
Balenciaga,Neo Classic,Handbags,13397.0,5393.03,Excellent,Brisbane,Summer,45,2023-09-07,40.26
Dior,Saddle Bag,Handbags,7125.0,3922.17,Poor,Unknown,Spring,141,2024-12-14,55.05
Gucci,Ophidia Tote,Handbags,17754.0,14966.12,Very Good,Perth,Autumn,19,2023-11-24,84.3
Dior,Book Tote,Handbags,11497.0,7485.53,Very Good,Melbourne,Autumn,97,2023-10-08,65.11
Rolex,Submariner,Watches,13875.0,12077.11,Very Good,Adelaide,Autumn,111,2024-04-12,87.04
Hermès,Birkin 25,Handbags,17479.0,15056.52,Very Good,Unknown,Winter,150,2024-08-02,86.14
Louis Vuitton,Neverfull Tote,Handbags,6189.0,4982.63,Fair,Melbourne,Spring,103,2023-07-10,80.51
Prada,Re-Edition 2005,Handbags,17035.0,11790.86,Good,Melbourne,Summer,69,2023-12-19,69.22
Prada,Galleria,Handbags,13165.0,7697.99,Fair,Melbourne,Autumn,40,2023-06-05,58.47
Cartier,Panthère Watch,Jewelry,5150.0,4392.55,Excellent,Melbourne,Summer,96,2023-07-25,85.29
Prada,Re-Edition 2005,Handbags,17035.0,7992.89,Fair,Melbourne,Autumn,38,2024-05-30,46.92
Cartier,Trinity Ring,Jewelry,7083.0,5687.28,Poor,Unknown,Autumn,40,2023-12-02,80.29
Gucci,Dionysus,Handbags,7561.0,3188.22,Poor,Adelaide,Autumn,31,2024-09-10,42.17
Prada,Cleo Shoulder Bag,Handbags,16598.0,11477.24,Unknown,Melbourne,Spring,1,2023-06-29,69.15
Rolex,Submariner,Watches,13875.0,6441.29,Good,Brisbane,Autumn,180,2024-08-24,46.42
Balenciaga,Hourglass Bag,Handbags,8398.0,4227.03,Poor,Melbourne,Summer,9,2023-03-14,50.33
Chanel,Boy Bag,Handbags,4436.0,3017.51,Excellent,Sydney,Spring,34,2023-01-24,68.02
Rolex,Datejust,Watches,11758.0,9740.62,Excellent,Perth,Winter,43,2024-11-30,82.84
Dior,Saddle Bag,Handbags,7125.0,4994.44,Very Good,Perth,Winter,84,2023-06-21,70.1
Louis Vuitton,Speedy 30,Handbags,3829.0,2525.05,Poor,Sydney,Spring,61,2023-01-30,65.95
Chanel,Coco Handle,Handbags,7983.0,3393.75,Good,Brisbane,Summer,103,2024-02-19,42.51
Gucci,Jackie 1961,Handbags,6447.0,3128.91,Very Good,Sydney,Autumn,3,2024-01-17,48.53
Cartier,Love Bracelet,Jewelry,3780.0,2477.66,Poor,Perth,Summer,3,2023-01-01,65.55
Rolex,Datejust,Watches,11758.0,10095.48,Excellent,Adelaide,Winter,115,2023-02-07,85.86
Dior,Saddle Bag,Handbags,7125.0,3534.43,Good,Perth,Autumn,38,2023-01-30,49.61
Cartier,Panthère Watch,Jewelry,5150.0,3920.7,Very Good,Brisbane,Winter,73,2023-03-06,76.13
Chanel,Boy Bag,Handbags,4436.0,2793.85,Very Good,Sydney,Summer,146,2023-10-07,62.98
Chanel,Boy Bag,Handbags,4436.0,2996.29,Poor,Brisbane,Summer,165,2024-07-12,67.54
Rolex,Datejust,Watches,11758.0,8995.23,Poor,Melbourne,Autumn,84,2024-03-26,76.5
Chanel,Gabrielle Hobo,Handbags,2212.0,1283.54,Excellent,Melbourne,Autumn,167,2024-12-18,58.03
Rolex,Submariner,Watches,13875.0,8150.97,Very Good,Perth,Autumn,91,2023-07-13,58.75
Prada,Double Tote,Handbags,17680.0,11951.23,Good,Sydney,Autumn,107,2023-10-27,67.6
Cartier,Trinity Ring,Jewelry,7083.0,5612.67,Excellent,Unknown,Autumn,178,2023-09-14,79.24
Gucci,Dionysus,Handbags,7561.0,4937.13,Fair,Brisbane,Winter,35,2024-11-25,65.3
Dior,Dior Caro,Handbags,19849.0,13303.9,Excellent,Sydney,Winter,93,2024-07-15,67.03
Gucci,Jackie 1961,Handbags,6447.0,5698.78,Fair,Sydney,Summer,49,2024-09-06,88.39
Gucci,Dionysus,Handbags,7561.0,5755.68,Excellent,Brisbane,Autumn,1,2023-12-19,76.12
Balenciaga,Hourglass Bag,Handbags,8398.0,4319.61,Poor,Brisbane,Spring,120,2023-05-20,51.44
Gucci,Jackie 1961,Handbags,6447.0,4542.39,Fair,Melbourne,Winter,123,2023-12-07,70.46
Prada,Cleo Shoulder Bag,Handbags,16598.0,6975.49,Excellent,Adelaide,Winter,56,2024-08-11,42.03
Cartier,Tank Watch,Jewelry,12098.0,6285.73,Unknown,Perth,Spring,27,2024-01-24,51.96
Chanel,Coco Handle,Handbags,7983.0,3204.46,Poor,Sydney,Spring,99,2024-11-03,40.14
Rolex,Daytona,Watches,11085.0,6447.53,Excellent,Adelaide,Spring,153,2023-01-21,58.16
Cartier,Panthère Watch,Jewelry,5150.0,3733.63,Fair,Unknown,Winter,56,2024-11-17,72.5
Rolex,Explorer,Watches,5642.0,3301.85,Excellent,Perth,Winter,53,2024-03-13,58.52
Chanel,Coco Handle,Handbags,7983.0,5242.3,Poor,Unknown,Winter,90,2024-02-09,65.67
Rolex,Daytona,Watches,11085.0,8499.99,Excellent,Unknown,Winter,131,2024-12-22,76.68
Gucci,Dionysus,Handbags,7561.0,3952.71,Excellent,Sydney,Spring,54,2024-03-21,52.28
Balenciaga,Hourglass Bag,Handbags,8398.0,4408.04,Unknown,Brisbane,Summer,152,2023-05-19,52.49
Dior,Dior Caro,Handbags,19849.0,8284.47,Excellent,Sydney,Spring,83,2023-05-26,41.74
Balenciaga,Neo Classic,Handbags,13397.0,8542.25,Poor,Perth,Spring,100,2023-02-13,63.76
Cartier,Tank Watch,Jewelry,12098.0,10566.51,Very Good,Melbourne,Autumn,51,2023-01-23,87.34
Gucci,Marmont Mini,Handbags,10882.0,6575.39,Poor,Melbourne,Summer,143,2023-09-07,60.42
Hermès,Evelyne III,Handbags,14971.0,10401.4,Unknown,Perth,Autumn,38,2024-10-18,69.48
Dior,Lady Dior,Handbags,14502.0,9713.23,Good,Sydney,Spring,83,2024-03-17,66.98
Fendi,Sunshine Shopper,Handbags,13381.0,7113.71,Fair,Melbourne,Summer,70,2024-02-04,53.16
Chanel,Gabrielle Hobo,Handbags,2212.0,1322.21,Poor,Adelaide,Summer,44,2023-08-22,59.77
Rolex,Explorer,Watches,5642.0,2500.28,Poor,Adelaide,Summer,89,2023-04-04,44.32
Dior,Book Tote,Handbags,11497.0,6787.66,Good,Unknown,Summer,47,2023-04-21,59.04
Fendi,Baguette Bag,Handbags,16671.0,10202.94,Poor,Unknown,Winter,82,2024-03-27,61.2
Gucci,Dionysus,Handbags,7561.0,3381.51,Poor,Melbourne,Winter,163,2023-05-17,44.72
Fendi,Peekaboo,Handbags,10980.0,9418.58,Good,Melbourne,Summer,121,2024-09-05,85.78
Hermès,Constance,Handbags,10442.0,8240.5,Very Good,Melbourne,Autumn,26,2024-04-27,78.92
Rolex,Submariner,Watches,13875.0,9688.7,Poor,Perth,Winter,118,2024-03-07,69.83
Cartier,Tank Watch,Jewelry,12098.0,10068.49,Good,Brisbane,Autumn,41,2023-05-17,83.22
Prada,Galleria,Handbags,13165.0,5979.59,Excellent,Sydney,Summer,14,2024-06-13,45.42
Prada,Re-Edition 2005,Handbags,17035.0,8894.55,Poor,Sydney,Spring,32,2023-03-05,52.21
Prada,Re-Edition 2005,Handbags,17035.0,11524.2,Excellent,Melbourne,Winter,156,2023-06-03,67.65
Chanel,Classic Flap Bag,Handbags,5006.0,2712.83,Poor,Unknown,Winter,164,2023-10-10,54.19
Fendi,Sunshine Shopper,Handbags,13381.0,9673.52,Good,Sydney,Autumn,20,2023-06-28,72.29
Hermès,Kelly 28,Handbags,17882.0,15063.27,Very Good,Perth,Spring,10,2024-04-17,84.24
Gucci,Dionysus,Handbags,7561.0,10169.64,Very Good,Unknown,Autumn,157,2024-01-21,134.5
Dior,Dior Caro,Handbags,19849.0,23938.45,Very Good,Sydney,Spring,101,2024-05-03,120.6
Balenciaga,Le Cagole,Handbags,10735.0,14830.28,Excellent,Adelaide,Autumn,32,2024-07-01,138.15
Cartier,Trinity Ring,Jewelry,7083.0,3223.47,Unknown,Sydney,Autumn,95,2024-12-01,45.51
Rolex,Daytona,Watches,11085.0,7842.37,Very Good,Melbourne,Summer,131,2023-02-01,70.75
Dior,Dior Caro,Handbags,19849.0,17166.94,Very Good,Unknown,Summer,111,2024-01-30,86.49
Fendi,Sunshine Shopper,Handbags,13381.0,8659.97,Good,Brisbane,Autumn,56,2024-09-21,64.72
Fendi,Peekaboo,Handbags,10980.0,12307.88,Poor,Melbourne,Winter,144,2023-02-18,112.09
Rolex,Explorer,Watches,5642.0,4338.44,Very Good,Sydney,Autumn,109,2024-05-23,76.9
Rolex,Daytona,Watches,11085.0,7828.47,Excellent,Sydney,Autumn,39,2023-01-21,70.62
Cartier,Tank Watch,Jewelry,12098.0,5008.02,Very Good,Sydney,Winter,16,2024-02-19,41.4
Rolex,Daytona,Watches,11085.0,13398.54,Very Good,Sydney,Winter,89,2023-05-02,120.87
Chanel,Coco Handle,Handbags,7983.0,6247.85,Fair,Perth,Winter,150,2024-07-10,78.26
Rolex,Datejust,Watches,11758.0,7644.51,Excellent,Melbourne,Autumn,178,2023-02-05,65.02
Hermès,Kelly 28,Handbags,17882.0,7198.73,Unknown,Unknown,Winter,88,2023-04-19,40.26
Gucci,Ophidia Tote,Handbags,17754.0,7376.17,Unknown,Adelaide,Winter,104,2024-07-17,41.55
Fendi,Mon Tresor,Handbags,6671.0,4735.75,Poor,Melbourne,Summer,121,2024-08-20,70.99
Balenciaga,City Bag,Handbags,17610.0,13890.82,Unknown,Sydney,Spring,178,2023-10-10,78.88
Dior,Dior Caro,Handbags,19849.0,10429.05,Poor,Melbourne,Spring,85,2024-02-04,52.54
Fendi,Peekaboo,Handbags,10980.0,7318.87,Excellent,Perth,Autumn,25,2024-11-14,66.66
Louis Vuitton,Capucines,Handbags,12981.0,11273.32,Good,Sydney,Spring,125,2023-01-24,86.84
Prada,Galleria,Handbags,13165.0,7325.59,Very Good,Adelaide,Autumn,105,2023-07-12,55.64
Prada,Re-Edition 2005,Handbags,17035.0,11267.88,Excellent,Sydney,Winter,120,2024-05-27,66.15
Rolex,Explorer,Watches,5642.0,2381.97,Very Good,Perth,Winter,91,2023-08-13,42.22
Hermès,Birkin 25,Handbags,17479.0,9300.64,Excellent,Melbourne,Summer,162,2023-01-26,53.21
Rolex,Daytona,Watches,11085.0,9856.16,Excellent,Perth,Winter,127,2023-08-20,88.91
Chanel,Classic Flap Bag,Handbags,5006.0,4248.74,Good,Unknown,Autumn,136,2023-01-04,84.87
Dior,Book Tote,Handbags,11497.0,7120.46,Very Good,Adelaide,Summer,129,2024-02-13,61.93
Fendi,Mon Tresor,Handbags,6671.0,3543.44,Excellent,Unknown,Spring,77,2023-10-05,53.12
Rolex,Datejust,Watches,11758.0,4814.85,Very Good,Melbourne,Autumn,46,2023-08-13,40.95
Prada,Re-Edition 2005,Handbags,17035.0,12669.71,Fair,Brisbane,Autumn,73,2023-08-17,74.37
