Brand,Product Name,Category,Original Price (AUD),Resale Price (AUD),Condition,Region,Season Sold,Days on Market,Date Listed
Hermès,Evelyne III,Handbags,15068.0,7175.41,Good,Sydney,Winter,15,2023-07-15
Balenciaga,City Bag,Handbags,17705.0,13496.59,Unknown,Perth,Autumn,165,2024-07-19
Fendi,Peekaboo,Handbags,11057.0,5643.67,Excell,Adelaide,Autumn,101,2023-11-29
Balenciaga,Le Cagole,Handbags,10725.0,9207.13,Very Good,Sydney,Summer,163,2023-01-27
Cartier,Panthère Watch,Jewelry,5175.0,3252.42,Unknown,Perth,Winter,156,2023-12-06
Rolex,Explorer,Watches,5654.0,3734.35,Very Good,Melbourne,Spring,25,2023-06-08
Balenciaga,Hourglass Bag,Handbags,8311.0,6237.41,Like New,Melb,Winter,121,2023-02-03
Gucci,Marmont Mini,Handbags,10900.0,8330.91,Very Good,Brisbane,Winter,120,2024-07-06
Rolex,Datejust,Watches,11709.0,4942.31,Very Good,SYD,Spring,161,2023-08-05
Chanel,Boy Bag,Handbags,4407.0,2718.08,Excell,Brisbane,Spring,7,2024-07-15
Gucci,Marmont Mini,Handbags,,5635.58,Good,SYD,Winter,53,2024-04-28
Fendi,Peekaboo,Handbags,10918.0,9329.31,Fair,Melbourne,Winter,110,2024-12-08
Cartier,Tank Watch,Jewelry,12143.0,9813.34,Fair,Adelaide,Autumn,159,2024-08-10
Prada,Re-Edition 2005,Handbags,17127.0,13146.77,Good,Melbourne,Autumn,71,2024-06-15
Dior,Book Tote,Handbags,11415.0,7046.62,Good,SYD,Summer,40,2023-06-08
Balenciaga,Neo Classic,Handbags,13312.0,6973.85,Unknown,Perth,Summer,67,2023-09-16
Fendi,Peekaboo,Handbags,11074.0,9507.82,Very Good,Melb,Winter,11,2023-06-09
Dior,Saddle Bag,Handbags,7073.0,4178.99,Unknown,Perth,Autumn,112,2024-08-25
Louis Vuitton,Speedy 30,Handbags,3796.0,2941.98,poor,unknown,Spring,32,2024-01-06
Chanel,Gabrielle Hobo,Handbags,2255.0,1769.7,,Melb,Summer,139,2023-04-22
Rolex,Submariner,Watches,13846.0,9578.04,,Melbourne,Autumn,107,2023-08-18
Louis Vuitton,Alma BB,Handbags,5148.0,4480.2,Like New,Sydney,Autumn,56,2023-10-02
Chanel,Gabrielle Hobo,Handbags,2223.0,1554.34,Very Good,Sydney,Summer,122,2023-11-18
Hermès,Kelly 28,Handbags,17879.0,15147.99,,SYD,Winter,176,2024-03-08
Fendi,Peekaboo,Handbags,10942.0,5973.66,Like New,Melb,Summer,24,2023-09-07
Chanel,Gabrielle Hobo,Handbags,2305.0,1683.44,Excell,Sydney,Summer,155,2024-07-09
Chanel,Boy Bag,Handbags,4518.0,1971.19,Very Good,Adelaide,Spring,137,2023-07-08
Cartier,Panthère Watch,Jewelry,5185.0,3559.1,poor,Brisbane,Summer,5,2023-08-10
Louis Vuitton,Capucines,Handbags,12982.0,5314.67,New,Melb,Spring,115,2024-10-20
Gucci,Marmont Mini,Handbags,10929.0,9035.66,poor,Sydney,Summer,73,2024-01-19
Prada,Double Tote,Handbags,17744.0,9722.76,Excell,Melb,Winter,112,2023-05-31
Chanel,Gabrielle Hobo,Handbags,,1079.45,Good,Sydney,Autumn,178,2023-08-19
Hermès,Constance,Handbags,10430.0,5222.03,Like New,Sydney,Autumn,13,2024-07-21
Hermès,Kelly 28,Handbags,17794.0,11000.83,Good,SYD,Winter,102,2024-10-17
Fendi,Baguette Bag,Handbags,16595.0,19442.63,Very Good,Sydney,Summer,133,2023-03-09
Louis Vuitton,Capucines,Handbags,13007.0,7992.33,Like New,Sydney,Spring,2,2023-07-12
Prada,Re-Edition 2005,Handbags,17104.0,11720.19,,Melbourne,Winter,170,2024-12-14
Gucci,Dionysus,Handbags,7598.0,4243.5,New,unknown,Spring,17,2024-08-18
Hermès,Evelyne III,Handbags,14912.0,10745.68,poor,Perth,Spring,59,2024-01-19
Dior,Book Tote,Handbags,11498.0,6389.46,poor,Perth,Summer,177,2024-09-17
Cartier,Tank Watch,Jewelry,12030.0,7251.68,Good,SYD,Summer,8,2024-08-11
Chanel,Boy Bag,Handbags,4474.0,3118.16,poor,SYD,Autumn,16,2024-06-24
Cartier,Trinity Ring,Jewelry,7062.0,3193.84,Fair,Melbourne,Winter,74,2024-06-17
Gucci,Dionysus,Handbags,7503.0,10134.8,Fair,Perth,Summer,1,2023-08-31
Chanel,Boy Bag,Handbags,4519.0,2528.78,Excell,Sydney,Summer,138,2024-09-02
Gucci,Marmont Mini,Handbags,10892.0,4488.77,Unknown,Sydney,Summer,169,2023-05-26
Hermès,Birkin 25,Handbags,17404.0,13570.99,poor,Perth,Winter,76,2023-04-03
Dior,Saddle Bag,Handbags,7035.0,5761.44,Like New,Melb,Summer,63,2024-10-17
Gucci,Marmont Mini,Handbags,10911.0,9602.69,poor,Melbourne,Spring,34,2023-12-16
Rolex,Submariner,Watches,13897.0,8187.1,poor,Sydney,Spring,64,2023-08-14
Louis Vuitton,Alma BB,Handbags,5119.0,2323.94,Unknown,Melb,Autumn,71,2023-02-14
Rolex,Explorer,Watches,5703.0,4319.04,poor,Melb,Summer,165,2024-09-04
Fendi,Baguette Bag,Handbags,16687.0,10199.82,Like New,SYD,Spring,80,2023-12-13
Louis Vuitton,Alma BB,Handbags,5120.0,3102.35,Good,unknown,Winter,14,2023-12-17
Rolex,Daytona,Watches,11125.0,6644.02,Very Good,SYD,Winter,136,2024-01-16
Hermès,Evelyne III,Handbags,14889.0,7702.23,Unknown,Perth,Spring,88,2024-02-03
Chanel,Boy Bag,Handbags,4426.0,3429.7,Fair,Perth,Spring,44,2024-07-24
Prada,Galleria,Handbags,13114.0,10627.33,Excell,Perth,Spring,150,2024-03-25
Chanel,Classic Flap Bag,Handbags,4978.0,3785.04,Good,Melbourne,Winter,28,2023-10-07
Dior,Dior Caro,Handbags,19889.0,9900.2,Excell,Melbourne,Spring,32,2023-09-24
Cartier,Tank Watch,Jewelry,12134.0,7261.02,Very Good,Perth,Autumn,20,2024-03-05
Gucci,Dionysus,Handbags,7596.0,3811.01,Fair,Brisbane,Autumn,144,2024-01-08
Prada,Double Tote,Handbags,17755.0,7893.64,Fair,Perth,Autumn,37,2024-01-28
Hermès,Constance,Handbags,10478.0,5516.11,Good,Melbourne,Winter,139,2023-11-19
Rolex,Daytona,Watches,11028.0,8467.69,Fair,SYD,Autumn,154,2023-03-22
Prada,Re-Edition 2005,Handbags,16950.0,12859.12,Excell,SYD,Spring,4,2024-06-25
Prada,Re-Edition 2005,Handbags,16956.0,9690.51,Excell,unknown,Winter,70,2023-11-26
Gucci,Marmont Mini,Handbags,10913.0,6799.8,Very Good,Sydney,Spring,144,2024-02-09
Rolex,Daytona,Watches,11109.0,9269.24,Excell,Perth,Summer,49,2023-12-31
Fendi,Sunshine Shopper,Handbags,13327.0,8985.86,Excell,Perth,Spring,83,2023-01-01
Louis Vuitton,Capucines,Handbags,13050.0,19176.39,Unknown,Melb,Winter,169,2024-10-31
Chanel,Boy Bag,Handbags,4509.0,3449.57,poor,Melb,Winter,92,2024-07-19
Rolex,Daytona,Watches,11054.0,13644.5,Very Good,unknown,Autumn,82,2024-08-31
Cartier,Panthère Watch,Jewelry,5071.0,3889.59,Good,Sydney,Spring,20,2023-09-03
Prada,Cleo Shoulder Bag,Handbags,16530.0,10855.42,Fair,Sydney,Summer,99,2024-03-30
Rolex,Daytona,Watches,11076.0,8050.17,New,Adelaide,Winter,117,2023-04-24
Prada,Re-Edition 2005,Handbags,16948.0,14544.92,Good,Brisbane,Spring,87,2023-05-02
Louis Vuitton,Speedy 30,Handbags,3910.0,3230.98,Good,Sydney,Autumn,171,2024-11-13
Chanel,Classic Flap Bag,Handbags,5043.0,4074.37,poor,Melb,Summer,88,2023-11-16
Rolex,Daytona,Watches,11182.0,8916.13,Unknown,SYD,Spring,92,2024-09-25
Cartier,Tank Watch,Jewelry,12063.0,15137.28,Good,unknown,Summer,30,2024-10-18
Fendi,Peekaboo,Handbags,10953.0,6754.1,Good,Melbourne,Spring,144,2023-07-16
Louis Vuitton,Neverfull Tote,Handbags,6254.0,4135.39,Unknown,SYD,Summer,6,2024-02-08
Rolex,Submariner,Watches,13891.0,9658.47,Good,unknown,Summer,4,2024-07-07
Balenciaga,Neo Classic,Handbags,13484.0,8047.07,Very Good,Perth,Summer,76,2024-01-01
Fendi,Baguette Bag,Handbags,16710.0,9819.79,poor,Melb,Spring,163,2024-03-12
Cartier,Love Bracelet,Jewelry,3741.0,3345.09,Unknown,SYD,Spring,112,2024-01-29
Balenciaga,Hourglass Bag,Handbags,8379.0,4764.62,Fair,Perth,Spring,148,2024-11-16
Balenciaga,City Bag,Handbags,17525.0,10782.37,poor,Brisbane,Autumn,11,2023-03-09
Dior,Book Tote,Handbags,11506.0,6898.93,Excell,Sydney,Autumn,150,2023-12-22
Cartier,Love Bracelet,Jewelry,3833.0,2562.38,Like New,Adelaide,Summer,123,2023-10-14
Balenciaga,Hourglass Bag,Handbags,8316.0,5122.34,Very Good,Melb,Spring,86,2023-07-01
Chanel,Boy Bag,Handbags,4361.0,2007.91,,Melb,Summer,156,2024-12-05
Gucci,Dionysus,Handbags,7493.0,5441.37,New,Sydney,Autumn,168,2023-09-13
Prada,Re-Edition 2005,Handbags,17032.0,15257.07,Good,Adelaide,Summer,173,2023-03-10
Chanel,Coco Handle,Handbags,7968.0,3454.93,Excell,unknown,Autumn,167,2024-12-16
Chanel,Gabrielle Hobo,Handbags,2270.0,1333.08,Very Good,Brisbane,Summer,6,2023-05-28
Dior,Book Tote,Handbags,11409.0,5682.84,New,Brisbane,Spring,180,2024-05-07
Chanel,Boy Bag,Handbags,4462.0,2464.28,Good,Brisbane,Spring,147,2024-12-10
Fendi,Baguette Bag,Handbags,16742.0,7607.79,Fair,Sydney,Autumn,78,2024-05-01
Dior,Saddle Bag,Handbags,7154.0,5050.59,New,Melb,Winter,75,2024-05-30
Fendi,Baguette Bag,Handbags,16730.0,13608.61,New,Melb,Spring,150,2023-07-05
Louis Vuitton,Neverfull Tote,Handbags,6133.0,4624.6,Unknown,Adelaide,Autumn,153,2024-10-03
Gucci,Marmont Mini,Handbags,10928.0,7938.5,New,Melbourne,Autumn,133,2024-09-24
Chanel,Gabrielle Hobo,Handbags,2232.0,1775.04,New,Melb,Spring,159,2023-09-04
Hermès,Kelly 28,Handbags,17953.0,14027.36,Good,Melb,Winter,178,2023-03-28
Gucci,Marmont Mini,Handbags,10960.0,8020.79,poor,Brisbane,Autumn,9,2024-07-07
Gucci,Ophidia Tote,Handbags,17793.0,10672.69,poor,Perth,Spring,80,2023-05-28
Hermès,Evelyne III,Handbags,15016.0,6191.92,Fair,Brisbane,Summer,60,2024-10-23
Balenciaga,City Bag,Handbags,17552.0,13163.83,Excell,Melbourne,Summer,22,2023-05-23
Prada,Re-Edition 2005,Handbags,17131.0,10477.47,New,Perth,Summer,78,2023-07-16
Cartier,Tank Watch,Jewelry,12147.0,4980.13,Fair,Melb,Summer,87,2023-04-27
Fendi,Peekaboo,Handbags,10939.0,9403.2,Very Good,Sydney,Spring,40,2023-04-21
Rolex,Daytona,Watches,11054.0,6089.95,Unknown,unknown,Spring,70,2024-11-05
Rolex,Explorer,Watches,5653.0,4792.96,New,SYD,Autumn,113,2023-04-25
Prada,Galleria,Handbags,13219.0,11391.8,poor,SYD,Summer,40,2024-07-17
Dior,Saddle Bag,Handbags,7195.0,6100.53,Very Good,SYD,Autumn,164,2023-09-17
Dior,Book Tote,Handbags,11504.0,7523.16,poor,Brisbane,Summer,129,2024-10-03
Dior,Dior Caro,Handbags,19892.0,13117.11,Excell,Melbourne,Summer,102,2023-10-18
Chanel,Classic Flap Bag,Handbags,5010.0,2639.09,Like New,Sydney,Summer,82,2023-11-17
Prada,Cleo Shoulder Bag,Handbags,16600.0,9129.0,Very Good,unknown,Spring,55,2024-10-04
Louis Vuitton,Speedy 30,Handbags,3872.0,2951.35,Excell,Melb,Spring,95,2023-07-10
Rolex,Submariner,Watches,13940.0,11967.7,Good,Melb,Summer,111,2023-12-03
Dior,Book Tote,Handbags,11587.0,8813.49,Fair,unknown,Winter,66,2023-11-29
Louis Vuitton,Capucines,Handbags,12901.0,8977.96,New,SYD,Winter,165,2024-11-03
Dior,Book Tote,Handbags,11585.0,7367.4,Good,Brisbane,Summer,89,2023-08-30
Rolex,Explorer,Watches,5672.0,2600.39,poor,Perth,Winter,12,2023-07-17
Gucci,Marmont Mini,Handbags,10875.0,5420.97,Unknown,Melb,Summer,6,2024-07-05
Chanel,Classic Flap Bag,Handbags,5006.0,3487.88,New,Melbourne,Summer,49,2023-05-09
Cartier,Tank Watch,Jewelry,12084.0,9005.08,New,unknown,Autumn,163,2024-10-05
Chanel,Classic Flap Bag,Handbags,5084.0,3490.48,Very Good,Brisbane,Summer,131,2024-04-13
Rolex,Datejust,Watches,11714.0,7098.02,Good,Sydney,Summer,170,2024-04-05
Hermès,Evelyne III,Handbags,14871.0,6767.99,New,Brisbane,Winter,146,2024-02-23
Cartier,Panthère Watch,Jewelry,5195.0,3436.6,New,Perth,Summer,41,2023-07-11
Hermès,Birkin 25,Handbags,17474.0,8737.99,poor,Adelaide,Winter,46,2024-04-25
Dior,Saddle Bag,Handbags,7017.0,4729.05,poor,unknown,Winter,15,2024-03-07
Prada,Cleo Shoulder Bag,Handbags,16508.0,13354.98,Very Good,unknown,Winter,52,2023-02-16
Cartier,Tank Watch,Jewelry,12124.0,10690.29,Very Good,Perth,Winter,125,2024-06-04
Louis Vuitton,Neverfull Tote,Handbags,6197.0,3269.92,Like New,SYD,Winter,154,2024-02-13
Cartier,Panthère Watch,Jewelry,5074.0,2277.41,Very Good,Brisbane,Autumn,20,2024-08-16
Dior,Dior Caro,Handbags,19774.0,16711.18,New,SYD,Spring,3,2024-11-23
Chanel,Gabrielle Hobo,Handbags,2273.0,1985.42,Good,SYD,Spring,43,2023-07-03
Hermès,Evelyne III,Handbags,14972.0,12973.93,Very Good,unknown,Autumn,174,2024-03-23
Chanel,Boy Bag,Handbags,4338.0,1810.32,Very Good,SYD,Spring,70,2024-02-15
Chanel,Coco Handle,Handbags,8045.0,7146.54,Good,Adelaide,Spring,11,2024-12-29
Hermès,Kelly 28,Handbags,17840.0,22024.74,Unknown,Sydney,Spring,97,2023-05-30
Cartier,Panthère Watch,Jewelry,5226.0,7488.94,Excell,unknown,Spring,111,2024-03-30
Hermès,Kelly 28,Handbags,17911.0,16000.43,poor,Melbourne,Autumn,171,2024-05-01
Chanel,Gabrielle Hobo,Handbags,2133.0,1883.0,Excell,Brisbane,Summer,9,2024-06-05
Cartier,Trinity Ring,Jewelry,7091.0,5405.1,,SYD,Summer,31,2023-02-20
Dior,Book Tote,Handbags,11557.0,6391.19,Fair,Adelaide,Summer,179,2024-10-28
Chanel,Gabrielle Hobo,Handbags,2161.0,1585.61,Like New,unknown,Summer,68,2024-09-18
Balenciaga,Neo Classic,Handbags,13310.0,11455.7,Unknown,SYD,Summer,16,2023-09-26
Chanel,Classic Flap Bag,Handbags,5045.0,2972.42,Unknown,Perth,Spring,162,2023-05-23
Gucci,Marmont Mini,Handbags,10802.0,4998.79,poor,Melbourne,Autumn,169,2024-02-23
Fendi,Sunshine Shopper,Handbags,13383.0,7033.05,New,Brisbane,Winter,169,2024-02-02
Chanel,Classic Flap Bag,Handbags,5077.0,3022.21,Very Good,Sydney,Autumn,62,2024-08-24
Hermès,Kelly 28,Handbags,17822.0,11962.02,poor,Sydney,Autumn,153,2023-04-02
Dior,Saddle Bag,Handbags,7114.0,4712.89,Very Good,Melbourne,Spring,100,2023-12-26
Prada,Galleria,Handbags,13107.0,6364.91,Fair,Brisbane,Winter,24,2024-01-09
Dior,Lady Dior,Handbags,14527.0,9313.84,Very Good,Adelaide,Spring,128,2024-04-28
Louis Vuitton,Neverfull Tote,Handbags,6135.0,2548.55,Very Good,unknown,Summer,134,2023-02-16
Rolex,Explorer,Watches,5596.0,3573.53,poor,SYD,Winter,23,2024-01-13
Balenciaga,Hourglass Bag,Handbags,8373.0,6272.5,Good,Melbourne,Autumn,128,2023-08-27
Fendi,Baguette Bag,Handbags,16699.0,10500.97,Fair,SYD,Spring,39,2024-03-21
Dior,Dior Caro,Handbags,19901.0,10609.33,poor,Brisbane,Winter,110,2024-12-02
Cartier,Tank Watch,Jewelry,12093.0,7007.47,Like New,Melbourne,Spring,112,2024-07-10
Fendi,Baguette Bag,Handbags,16742.0,13968.32,Unknown,unknown,Autumn,49,2024-08-09
Hermès,Constance,Handbags,10476.0,5182.74,New,unknown,Winter,29,2023-05-13
Rolex,Explorer,Watches,5565.0,4681.07,Good,Melb,Winter,165,2024-07-08
Hermès,Constance,Handbags,10478.0,8887.73,Fair,Brisbane,Autumn,167,2023-08-18
Prada,Re-Edition 2005,Handbags,16959.0,9605.79,New,Melbourne,Summer,164,2024-01-13
Fendi,Peekaboo,Handbags,10993.0,8709.54,Very Good,Perth,Winter,65,2024-01-18
Prada,Re-Edition 2005,Handbags,17080.0,19757.05,Unknown,Adelaide,Autumn,25,2024-05-04
Fendi,Peekaboo,Handbags,11028.0,4642.02,Like New,Perth,Summer,43,2024-08-10
Hermès,Evelyne III,Handbags,15017.0,22469.71,Very Good,Brisbane,Autumn,97,2024-03-21
Dior,Dior Caro,Handbags,19834.0,15989.21,New,Adelaide,Winter,124,2023-03-03
Cartier,Trinity Ring,Jewelry,7067.0,4793.19,Excell,SYD,Winter,146,2023-10-25
Chanel,Gabrielle Hobo,Handbags,2202.0,3091.57,Very Good,Perth,Winter,119,2023-09-14
Fendi,Baguette Bag,Handbags,16686.0,10855.93,Like New,unknown,Spring,119,2024-12-31
Cartier,Tank Watch,Jewelry,12167.0,10136.14,Excell,Adelaide,Spring,2,2023-02-08
Balenciaga,Hourglass Bag,Handbags,8315.0,4258.65,,Perth,Winter,153,2024-02-14
Gucci,Marmont Mini,Handbags,10880.0,8314.61,Very Good,unknown,Summer,126,2023-06-23
Rolex,Submariner,Watches,13794.0,10054.71,Good,unknown,Summer,143,2024-02-26
Cartier,Trinity Ring,Jewelry,7056.0,5202.32,Fair,Perth,Spring,24,2024-03-17
Gucci,Dionysus,Handbags,7604.0,3049.51,New,SYD,Winter,8,2023-01-26
Fendi,Sunshine Shopper,Handbags,13292.0,10412.13,Fair,Melb,Spring,61,2024-09-14
Dior,Saddle Bag,Handbags,7029.0,2866.14,Excell,Sydney,Summer,41,2023-09-14
Chanel,Classic Flap Bag,Handbags,5091.0,2292.2,Very Good,Perth,Summer,90,2024-12-11
Chanel,Boy Bag,Handbags,4365.0,2177.82,poor,Melbourne,Spring,83,2024-01-08
Hermès,Birkin 25,Handbags,17406.0,15183.8,New,unknown,Spring,102,2023-04-15
Fendi,Peekaboo,Handbags,11081.0,6780.63,Unknown,Melb,Spring,72,2024-03-30
Hermès,Evelyne III,Handbags,14968.0,13220.25,Fair,Melb,Spring,112,2023-05-21
Dior,Book Tote,Handbags,11471.0,9963.75,Unknown,Brisbane,Winter,56,2023-12-21
Balenciaga,Le Cagole,Handbags,10726.0,8933.45,New,Brisbane,Autumn,122,2024-12-20
Louis Vuitton,Capucines,Handbags,13029.0,18536.59,Good,Adelaide,Winter,49,2024-05-11
Chanel,Gabrielle Hobo,Handbags,2236.0,981.01,Excell,Sydney,Spring,98,2024-09-15
Chanel,Coco Handle,Handbags,8000.0,7089.98,Excell,SYD,Summer,15,2023-01-03
Gucci,Ophidia Tote,Handbags,17693.0,8617.52,Unknown,Sydney,Winter,163,2024-09-12
Chanel,Gabrielle Hobo,Handbags,2248.0,1613.2,New,Perth,Spring,77,2023-04-24
Balenciaga,Le Cagole,Handbags,10755.0,6879.39,poor,Perth,Autumn,144,2024-03-20
Balenciaga,City Bag,Handbags,17598.0,12075.25,poor,SYD,Autumn,9,2023-11-07
Louis Vuitton,Alma BB,Handbags,5171.0,4626.08,Fair,Melbourne,Winter,42,2024-03-04
Fendi,Baguette Bag,Handbags,16616.0,12717.26,Good,Melbourne,Winter,107,2023-10-31
Louis Vuitton,Alma BB,Handbags,5216.0,3606.46,Excell,unknown,Spring,124,2023-02-24
Dior,Saddle Bag,Handbags,7122.0,5447.63,Excell,Adelaide,Autumn,81,2023-07-23
Balenciaga,Neo Classic,Handbags,13495.0,9987.03,,Sydney,Autumn,78,2023-05-12
Fendi,Mon Tresor,Handbags,6592.0,5208.87,New,Brisbane,Autumn,67,2024-04-14
Gucci,Dionysus,Handbags,7559.0,5786.45,Good,Melb,Spring,179,2023-07-15
Rolex,Submariner,Watches,13934.0,6856.27,,Sydney,Autumn,21,2023-11-18
Chanel,Coco Handle,Handbags,8004.0,5459.17,Fair,Melb,Spring,162,2024-09-03
Dior,Saddle Bag,Handbags,7024.0,4227.52,Like New,Brisbane,Autumn,94,2024-04-11
Prada,Double Tote,Handbags,17676.0,14030.44,Fair,Melb,Winter,154,2024-10-05
Rolex,Daytona,Watches,11082.0,9313.46,Very Good,Melb,Spring,119,2024-07-07
Gucci,Jackie 1961,Handbags,6348.0,7277.55,Like New,Brisbane,Autumn,31,2024-09-22
Rolex,Daytona,Watches,11032.0,5487.35,poor,Adelaide,Winter,106,2024-08-25
Fendi,Mon Tresor,Handbags,6639.0,4824.04,Very Good,SYD,Autumn,103,2024-04-25
Louis Vuitton,Neverfull Tote,Handbags,6197.0,3834.89,Like New,Adelaide,Spring,55,2024-07-02
Hermès,Kelly 28,Handbags,17942.0,7878.85,poor,Sydney,Autumn,160,2023-08-12
Chanel,Coco Handle,Handbags,,5411.9,Like New,Melb,Summer,31,2024-04-18
Prada,Cleo Shoulder Bag,Handbags,16685.0,13321.13,Excell,Perth,Spring,127,2023-01-20
Cartier,Panthère Watch,Jewelry,5179.0,4252.59,Unknown,Brisbane,Winter,92,2024-06-17
Dior,Saddle Bag,Handbags,7196.0,3333.63,Fair,Sydney,Winter,85,2023-09-18
Rolex,Daytona,Watches,11154.0,8529.08,Excell,Brisbane,Summer,20,2024-08-23
Dior,Dior Caro,Handbags,19895.0,9659.67,Very Good,Sydney,Summer,162,2024-08-20
Fendi,Peekaboo,Handbags,10923.0,7203.29,Good,Brisbane,Spring,50,2024-01-12
Dior,Book Tote,Handbags,11502.0,10343.09,Very Good,Melb,Spring,51,2023-12-04
Dior,Saddle Bag,Handbags,7151.0,3345.81,Unknown,Brisbane,Spring,141,2024-12-09
Chanel,Boy Bag,Handbags,4410.0,3197.21,Very Good,Brisbane,Summer,126,2024-09-15
Fendi,Baguette Bag,Handbags,16615.0,14249.87,Like New,Melbourne,Winter,81,2024-07-16
Gucci,Dionysus,Handbags,7573.0,3361.64,poor,Melb,Autumn,109,2023-11-10
Cartier,Love Bracelet,Jewelry,3700.0,3232.49,Unknown,Perth,Spring,159,2023-08-30
Prada,Double Tote,Handbags,17739.0,11942.91,Like New,SYD,Spring,160,2024-10-02
Dior,Dior Caro,Handbags,19769.0,16643.23,Very Good,Sydney,Autumn,53,2024-12-13
Fendi,Baguette Bag,Handbags,16628.0,7966.27,poor,Brisbane,Spring,70,2023-10-26
Rolex,Explorer,Watches,5575.0,3792.82,Fair,Adelaide,Summer,155,2024-03-20
Chanel,Boy Bag,Handbags,4525.0,3732.48,poor,Melb,Summer,93,2024-12-18
Dior,Lady Dior,Handbags,14420.0,6225.57,Unknown,Brisbane,Autumn,78,2023-09-14
Cartier,Panthère Watch,Jewelry,5160.0,3201.49,Unknown,Perth,Winter,174,2023-08-13
Rolex,Datejust,Watches,11687.0,6581.13,poor,Sydney,Winter,50,2023-03-18
Balenciaga,City Bag,Handbags,17641.0,11479.74,Unknown,Melb,Autumn,3,2024-10-03
Balenciaga,City Bag,Handbags,17711.0,8287.86,Good,Perth,Spring,71,2023-08-21
Balenciaga,City Bag,Handbags,17610.0,25113.01,Very Good,SYD,Autumn,139,2023-12-31
Rolex,Explorer,Watches,5651.0,2667.35,Like New,Adelaide,Summer,29,2024-05-19
Cartier,Trinity Ring,Jewelry,7190.0,4227.67,Fair,Brisbane,Summer,3,2024-05-06
Dior,Dior Caro,Handbags,19790.0,17308.1,Unknown,unknown,Winter,159,2024-08-22
Gucci,Dionysus,Handbags,7638.0,6688.81,Excell,Sydney,Winter,67,2023-10-09
Louis Vuitton,Capucines,Handbags,12899.0,7538.06,poor,Adelaide,Autumn,76,2023-11-27
Rolex,Daytona,Watches,10999.0,5030.5,Very Good,Adelaide,Summer,162,2024-09-01
Rolex,Datejust,Watches,11745.0,7385.81,New,Brisbane,Winter,60,2024-03-04
Cartier,Tank Watch,Jewelry,12180.0,6004.69,poor,Melbourne,Summer,167,2023-10-26
Prada,Double Tote,Handbags,17740.0,11822.7,New,Melb,Spring,134,2023-06-26
Dior,Saddle Bag,Handbags,7051.0,5585.63,Unknown,Sydney,Spring,142,2024-06-08
Gucci,Dionysus,Handbags,7503.0,3650.46,Excell,Adelaide,Winter,1,2023-04-26
Cartier,Trinity Ring,Jewelry,7023.0,3491.89,Excell,SYD,Winter,128,2024-04-03
Rolex,Submariner,Watches,13838.0,18946.07,Very Good,Melbourne,Winter,46,2023-10-16
Rolex,Submariner,Watches,13813.0,7539.55,New,Melb,Autumn,125,2023-05-19
Cartier,Tank Watch,Jewelry,12123.0,8555.77,Like New,Melb,Winter,63,2024-11-05
Chanel,Coco Handle,Handbags,8034.0,4584.74,Very Good,Melb,Winter,150,2024-07-02
Rolex,Explorer,Watches,5609.0,4121.05,Excell,Brisbane,Autumn,119,2024-10-06
Prada,Galleria,Handbags,13176.0,11075.04,Excell,SYD,Winter,72,2024-07-21
Dior,Book Tote,Handbags,11520.0,5207.87,poor,unknown,Winter,96,2023-05-18
Cartier,Tank Watch,Jewelry,12137.0,5942.86,Very Good,SYD,Autumn,96,2024-12-09
Hermès,Constance,Handbags,10468.0,6824.29,Unknown,Melbourne,Autumn,134,2024-12-01
Hermès,Kelly 28,Handbags,17968.0,12742.06,New,Sydney,Winter,125,2023-12-21
Fendi,Peekaboo,Handbags,11041.0,9917.46,Fair,Melbourne,Summer,37,2023-04-10
Rolex,Datejust,Watches,11794.0,4873.71,,Adelaide,Winter,172,2023-02-18
Cartier,Trinity Ring,Jewelry,7103.0,4444.44,Like New,SYD,Autumn,9,2024-12-19
Hermès,Constance,Handbags,10391.0,4288.26,Good,SYD,Winter,169,2023-02-18
Chanel,Coco Handle,Handbags,,3725.07,Fair,Sydney,Summer,26,2023-07-17
Hermès,Birkin 25,Handbags,17452.0,13243.21,Very Good,SYD,Summer,36,2024-11-10
Louis Vuitton,Capucines,Handbags,13028.0,11365.78,Excell,SYD,Winter,159,2023-05-03
Rolex,Daytona,Watches,11124.0,5924.48,Unknown,Melb,Spring,149,2023-12-02
Fendi,Baguette Bag,Handbags,16635.0,14221.85,Good,Melbourne,Autumn,115,2023-01-25
Prada,Galleria,Handbags,13155.0,10029.37,Good,Sydney,Spring,34,2023-04-25
Louis Vuitton,Neverfull Tote,Handbags,6244.0,3782.99,poor,Melb,Autumn,60,2024-12-06
Cartier,Panthère Watch,Jewelry,5087.0,3309.3,New,Adelaide,Spring,17,2023-12-20
Balenciaga,Neo Classic,Handbags,13310.0,19872.15,Fair,Brisbane,Summer,155,2024-12-25
Louis Vuitton,Capucines,Handbags,12965.0,10121.31,Excell,SYD,Autumn,49,2024-02-11
Prada,Double Tote,Handbags,17767.0,13053.52,Excell,Brisbane,Autumn,47,2024-03-18
Balenciaga,Le Cagole,Handbags,10796.0,5718.33,New,Melbourne,Summer,120,2023-05-15
Prada,Cleo Shoulder Bag,Handbags,16498.0,14260.58,poor,unknown,Spring,16,2023-03-01
Prada,Double Tote,Handbags,17615.0,12092.06,Excell,SYD,Summer,166,2024-05-06
